scientificName,japaneseName,order,family
Parascolopsis tosensis,Kisujitamagashira,Acanthuriformes,Nemipteridae
Ilyophis nigeli,Yukihoraanago,Anguilliformes,Synaphobranchidae
Nemipterus peronii,Shamuitoyori,Acanthuriformes,Nemipteridae
Pentapodus nagasakiensis,Itotamagashira,Acanthuriformes,Nemipteridae
Synaphobranchus kaupii,Irakoanago,Anguilliformes,Synaphobranchidae
Parascolopsis akatamae,Akatamagashira,Acanthuriformes,Nemipteridae
Scolopsis monogramma,Hitosujitamagashira,Acanthuriformes,Nemipteridae
Scolopsis xenochrous,Kamentamagashira,Acanthuriformes,Nemipteridae
Nemipterus thosaporni,Tonkinitoyori,Acanthuriformes,Nemipteridae
Synaphobranchus affinis,Horaanago,Anguilliformes,Synaphobranchidae
Nemipterus tambuloides,Jabaitoyori,Acanthuriformes,Nemipteridae
Nemipterus furcosus,Momoitoyori,Acanthuriformes,Nemipteridae
Pentapodus aureofasciatus,Yakushimakitsuneuo,Acanthuriformes,Nemipteridae
Scolopsis bilineata,Futasujitamagashira,Acanthuriformes,Nemipteridae
Nemipterus virgatus,Itoyoridai,Acanthuriformes,Nemipteridae
Parascolopsis inermis,Tamagashira,Acanthuriformes,Nemipteridae
Scolopsis vosmeri,Taiwantamagashira,Acanthuriformes,Nemipteridae
Scolopsis ciliata,Hakusentamagashira,Acanthuriformes,Nemipteridae
Haptenchelys parviocularis,Ankokuhoraanago,Anguilliformes,Synaphobranchidae
Scolopsis lineata,Yokoshimatamagashira,Acanthuriformes,Nemipteridae
Nemipterus aurora,ヒライトヨリ,Acanthuriformes,Nemipteridae
Dysomma anguillare,Asabahoraanago,Anguilliformes,Synaphobranchidae
Scolopsis margaritifera,Shinjutamagashira,Acanthuriformes,Nemipteridae
Nemipterus bathybius,Sokoitoyori,Acanthuriformes,Nemipteridae
Nemipterus zysron,Himeitoyori,Acanthuriformes,Nemipteridae
Scolopsis affinis,Himetamagashira,Acanthuriformes,Nemipteridae
Myroconger gracilis,Hireutsubo,Anguilliformes,Myrocongridae
Pentapodus caninus,Kitsuneuo,Acanthuriformes,Nemipteridae
Parascolopsis eriomma,Embiakatamagashira,Acanthuriformes,Nemipteridae
Hoplolatilus cuniculus,Okinawasangoamadai,Acanthuriformes,Malacanthidae
Monognathus ozawai,Ozawatangakunagi,Anguilliformes,Monognathidae
Hoplolatilus fourmanoiri,Hotarubisangoamadai,Acanthuriformes,Malacanthidae
Hoplolatilus marcosi,Akaobisangoamadai,Acanthuriformes,Malacanthidae
Gymnothorax kidako,Utsubo,Anguilliformes,Muraenidae
Hoplolatilus chlupatyi,Tamamushisangoamadai,Acanthuriformes,Malacanthidae
Gymnothorax ypsilon,Okinoshimautsubo,Anguilliformes,Muraenidae
Malacanthus brevirostris,Yaseamadai,Acanthuriformes,Malacanthidae
Gymnothorax niphostigmus,Watayukiutsubo,Anguilliformes,Muraenidae
Hoplolatilus randalli,,Acanthuriformes,Malacanthidae
Echidna polyzona,Shimaarashiutsubo,Anguilliformes,Muraenidae
Malacanthus latovittatus,Kitsuneamadai,Acanthuriformes,Malacanthidae
Gymnothorax polyuranodon,Kokuhankawautsubo,Anguilliformes,Muraenidae
Gymnothorax shaoi,Tapiokautsubo,Anguilliformes,Muraenidae
Gerres erythrourus,Sedakakurosagi,Acanthuriformes,Gerreidae
Pseudechidna brummeri,Moyotakeutsubo,Anguilliformes,Muraenidae
Gerres akazakii,Sedakadaimyosagi,Acanthuriformes,Gerreidae
Gymnothorax pictus,Aseutsubo,Anguilliformes,Muraenidae
Gerres equulus,Kurosagi,Acanthuriformes,Gerreidae
Gymnomuraena zebra,Zeburautsubo,Anguilliformes,Muraenidae
Gerres ryukyuensis,Yambarusagi,Acanthuriformes,Gerreidae
Gymnothorax prionodon,Yuriutsubo,Anguilliformes,Muraenidae
Gerres shima,Shimakurosagi,Acanthuriformes,Gerreidae
Uropterygius xanthopterus,Kakeromakikaiutsubo,Anguilliformes,Muraenidae
Pentaprion longimanus,Taiwansagi,Acanthuriformes,Gerreidae
Scuticaria tigrina,Moyokikaiutsubo,Anguilliformes,Muraenidae
Gerres microphthalmus,Yamatoitohikisagi,Acanthuriformes,Gerreidae
Gymnothorax fuscomaculatus,Suzuranhimeutsubo,Anguilliformes,Muraenidae
Gerres macracanthus,Hosoitohikisagi,Acanthuriformes,Gerreidae
Gymnothorax meleagris,Wakautsubo,Anguilliformes,Muraenidae
Gerres japonicus,Daimyosagi,Acanthuriformes,Gerreidae
Gerres longirostris,Tsupparisagi,Acanthuriformes,Gerreidae
Gymnothorax reevesii,Mameutsubo,Anguilliformes,Muraenidae
Gerres baconensis,Ogasawarakurosagi,Acanthuriformes,Gerreidae
Uropterygius mactanensis,,Anguilliformes,Muraenidae
Gerres oblongus,Nagasagi,Acanthuriformes,Gerreidae
Gymnothorax albimarginatus,Herishiroutsubo,Anguilliformes,Muraenidae
Enchelycore kamara,Azukiutsubo,Anguilliformes,Muraenidae
Gerres oyena,Minamikurosagi,Acanthuriformes,Gerreidae
Gymnothorax javanicus,Dokuutsubo,Anguilliformes,Muraenidae
Gerres filamentosus,Itohikisagi,Acanthuriformes,Gerreidae
Gymnothorax minor,Amiutsubo,Anguilliformes,Muraenidae
Gymnothorax sagmacephalus,Kuroeriutsubo,Anguilliformes,Muraenidae
Uropterygius oligospondylus,Kobukikaiutsubo,Anguilliformes,Muraenidae
Siganus corallinus,Sangoaigo,Acanthuriformes,Siganidae
Siganus guttatus,Gomaaigo,Acanthuriformes,Siganidae
Enchelynassa canina,Oniutsubo,Anguilliformes,Muraenidae
Siganus puellus,Majiriaigo,Acanthuriformes,Siganidae
Gymnothorax chlamydatus,Kurumautsubo,Anguilliformes,Muraenidae
Siganus punctatissimus,Chirimenaigo,Acanthuriformes,Siganidae
Uropterygius hades,Kogeutsubo,Anguilliformes,Muraenidae
Siganus woodlandi,Sedakahanaaigo,Acanthuriformes,Siganidae
Echidna rhodochilus,Namidakawautsubo,Anguilliformes,Muraenidae
Gymnothorax zonipectis,Hireobiutsubo,Anguilliformes,Muraenidae
Siganus fuscescens,Aigo,Acanthuriformes,Siganidae
Siganus vermiculatus,Mushikuiaigo,Acanthuriformes,Siganidae
Gymnothorax intesi,Minamimizoreutsubo,Anguilliformes,Muraenidae
Siganus punctatus,Buchiaigo,Acanthuriformes,Siganidae
Enchelycore pardalis,Torautsubo,Anguilliformes,Muraenidae
Siganus virgatus,Himeaigo,Acanthuriformes,Siganidae
Gymnothorax richardsonii,Mobautsubo,Anguilliformes,Muraenidae
Siganus spinus,Amiaigo,Acanthuriformes,Siganidae
Siganus unimaculatus,Hifukiaigo,Acanthuriformes,Siganidae
Gymnothorax chlorostigma,Hanabirautsubo,Anguilliformes,Muraenidae
Siganus argenteus,Hanaaigo,Acanthuriformes,Siganidae
Gymnothorax elegans,Okinawanokogiriutsubo,Anguilliformes,Muraenidae
Uropterygius nagoensis,Nagokikaiutsubo,Anguilliformes,Muraenidae
Leptaulopus damasi,Esodamashi,Aulopiformes,Aulopidae
Gymnothorax ryukyuensis,Ryukyuutsubo,Anguilliformes,Muraenidae
Emmelichthys struhsakeri,Rosokuchibiki,Acanthuriformes,Emmelichthyidae
Gymnothorax monochrous,Yamiutsubo,Anguilliformes,Muraenidae
Hime formosana,Itohikihime,Aulopiformes,Aulopidae
Emmelichthys karnellai,Togenashichibiki,Acanthuriformes,Emmelichthyidae
Gymnothorax isingteena,Nisegoishiutsubo,Anguilliformes,Muraenidae
Hime japonica,Hime,Aulopiformes,Aulopidae
Strophidon sathete,Onagautsubo,Anguilliformes,Muraenidae
Erythrocles scintillans,Hawaichibiki,Acanthuriformes,Emmelichthyidae
Gymnothorax pseudoherrei,Hanajirotsubo,Anguilliformes,Muraenidae
Erythrocles microceps,Hichibiki,Acanthuriformes,Emmelichthyidae
Erythrocles schlegelii,Hachibiki,Acanthuriformes,Emmelichthyidae
Enchelycore schismatorhynchus,Hidautsubo,Anguilliformes,Muraenidae
Gymnothorax rueppellii,Kurakakeutsubo,Anguilliformes,Muraenidae
Gymnothorax berndti,Hawaiutsubo,Anguilliformes,Muraenidae
Anotopterus nikparini,Mizuodamashi,Aulopiformes,Anotopteridae
Gymnothorax nudivomer,Adeutsubo,Anguilliformes,Muraenidae
Photopectoralis aureus,Kibirehiiragi,Acanthuriformes,Leiognathidae
Anarchias seychellensis,Takamayuutsubo,Anguilliformes,Muraenidae
Gazza minuta,Kobanhiiragi,Acanthuriformes,Leiognathidae
Scopelosaurus adleri,Sankakufudeso,Aulopiformes,Notosudidae
Equulites popei,Himehiiragi,Acanthuriformes,Leiognathidae
Gymnothorax thyrsoideus,Sabiutsubo,Anguilliformes,Muraenidae
Scopelosaurus smithii,Fudeso,Aulopiformes,Notosudidae
Uropterygius marmoratus,Shizukukikaiutsubo,Anguilliformes,Muraenidae
Equulites berbis,Itohikihiiragi,Acanthuriformes,Leiognathidae
Scopelosaurus harryi,Harifudeso,Aulopiformes,Notosudidae
Uropterygius micropterus,Amikikaiutsubo,Anguilliformes,Muraenidae
Equulites rivulatus,Okihiiragi,Acanthuriformes,Leiognathidae
Scopelosaurus hoedti,Hikarifudeso,Aulopiformes,Notosudidae
Strophidon ui,Takeutsubo,Anguilliformes,Muraenidae
Scopelosaurus mauli,Maorufudeso,Aulopiformes,Notosudidae
Scuticaria okinawae,Kikaiutsubo,Anguilliformes,Muraenidae
Aurigequula fasciata,Shimahiiragi,Acanthuriformes,Leiognathidae
Ahliesaurus brevis,Fukamifudeso,Aulopiformes,Notosudidae
Gymnothorax neglectus,Mizoreutsubo,Anguilliformes,Muraenidae
Nuchequula nuchalis,Hiiragi,Acanthuriformes,Leiognathidae
Gymnothorax flavimarginatus,Gomautsubo,Anguilliformes,Muraenidae
Deveximentum indicium,Hosokeguchihiiragi,Acanthuriformes,Leiognathidae
Photopectoralis bindus,Nettaihiiragi,Acanthuriformes,Leiognathidae
Arctozenus risso,Hikarieso,Aulopiformes,Paralepididae
Rhinomuraena quaesita,Hanahigeutsubo,Anguilliformes,Muraenidae
Gazza achlamys,Omekobanhiiragi,Acanthuriformes,Leiognathidae
Stemonosudis rothschildi,Kuranosenamehadaka,Aulopiformes,Paralepididae
Gymnothorax pindae,Nokogiriutsubo,Anguilliformes,Muraenidae
Deveximentum interruptum,Kadogawaukeguchihiiragi,Acanthuriformes,Leiognathidae
Uropterygius xenodontus,Iriomotehebiutsubo,Anguilliformes,Muraenidae
Leiognathus equula,Seitakahiiragi,Acanthuriformes,Leiognathidae
Stemonosudis macrura,Sayorinamehadaka,Aulopiformes,Paralepididae
Magnisudis indica,Indorokoeso,Aulopiformes,Paralepididae
Gymnothorax pseudoprolatus,Chairoutsubo,Anguilliformes,Muraenidae
Equulites leuciscus,Nankaiitohikihiiragi,Acanthuriformes,Leiognathidae
Uncisudis advena,Ittenhirenaga,Aulopiformes,Paralepididae
Gymnothorax mucifer,Takanohautsubo,Anguilliformes,Muraenidae
Eubleekeria splendens,Taiwanhiiragi,Acanthuriformes,Leiognathidae
Magnisudis atlantica,Kusabiurokoeso,Aulopiformes,Paralepididae
Equulites oblongus,Wamon-itohikihiiragi,Acanthuriformes,Leiognathidae
Echidna nebulosa,Kumoutsubo,Anguilliformes,Muraenidae
Gazza rhombea,Hishikobanhiiragi,Acanthuriformes,Leiognathidae
Stemonosudis fumea,Ibushikuranosenamehadaka,Aulopiformes,Paralepididae
Gymnothorax margaritophorus,Shinjutsubo,Anguilliformes,Muraenidae
Deveximentum megalolepis,Yambarukeguchihiiragi,Acanthuriformes,Leiognathidae
Lestrolepis philippina,Hadakaeso,Aulopiformes,Paralepididae
Equulites ryukyuensis,Okinawaitohikihiiragi,Acanthuriformes,Leiognathidae
Lestrolepis pofi,Minamihadakaeso,Aulopiformes,Paralepididae
Gymnothorax fimbriatus,Herigoishiutsubo,Anguilliformes,Muraenidae
Lestidiops sphyraenopsis,Yasehadakaeso,Aulopiformes,Paralepididae
Gymnothorax melatremus,Himeutsubo,Anguilliformes,Muraenidae
Lestidiops indopacifica,Nettainamehadaka,Aulopiformes,Paralepididae
Gymnothorax breedeni,Hachimonjiutsubo,Anguilliformes,Muraenidae
Scatophagus argus,Kurohoshimanjudai,Acanthuriformes,Scatophagidae
Lestidium bigelowi,Botan-namehadaka,Aulopiformes,Paralepididae
Uropterygius fasciolatus,Murakumokikaiutsubo,Anguilliformes,Muraenidae
Enchelycore lichenosa,Kokeutsubo,Anguilliformes,Muraenidae
Dolichosudis fuliginosa,Hashinaganamehadaka,Aulopiformes,Paralepididae
Gymnothorax buroensis,Sangoutsubo,Anguilliformes,Muraenidae
Sudis atrox,Munabirehadakaeso,Aulopiformes,Paralepididae
Owstonia totomiensis,Sokoamadai,Acanthuriformes,Cepolidae
Gymnothorax undulatus,Namiutsubo,Anguilliformes,Muraenidae
Uncisudis posteropelvis,Ushirohirenagahadakaeso,Aulopiformes,Paralepididae
Owstonia melanoptera,Mitsubasokoamadai,Acanthuriformes,Cepolidae
Strophidon tetraporus,Goboutsubo,Anguilliformes,Muraenidae
Zenarchopterus dunckeri,Komochisayori,Beloniformes,Zenarchopteridae
Gymnothorax phasmatodes,Shinobiutsubo,Anguilliformes,Muraenidae
Lestidium prolixum,Namehadaka,Aulopiformes,Paralepididae
Cepola schlegelii,Sumitsukiakatachi,Acanthuriformes,Cepolidae
Zenarchopterus dispar,Futatsusayori,Beloniformes,Zenarchopteridae
Gymnothorax chilospilus,Minamiutsubo,Anguilliformes,Muraenidae
Uncisudis quadrimaculata,Hirenagahadakaeso,Aulopiformes,Paralepididae
Gymnothorax pseudothyrsoideus,Amimeutsubo,Anguilliformes,Muraenidae
Lestidium atlanticum,Hitosujinamehadaka,Aulopiformes,Paralepididae
Acanthocepola limbata,Ittenakatachi,Acanthuriformes,Cepolidae
Enchelycore bayeri,Yashautsubo,Anguilliformes,Muraenidae
Lestrolepis japonica,Futasujinamehadaka,Aulopiformes,Paralepididae
Gymnothorax enigmaticus,Shimautsubo,Anguilliformes,Muraenidae
Owstonia tosaensis,Okiamadai,Acanthuriformes,Cepolidae
Lestidiops jayakari,Shironamehadaka,Aulopiformes,Paralepididae
Gymnothorax bacalladoi,,Anguilliformes,Muraenidae
Owstonia taeniosoma,Akatachimodoki,Acanthuriformes,Cepolidae
Lestidiops mirabilis,Kuronamehadaka,Aulopiformes,Paralepididae
Oryzias latipes,Minamimedaka,Beloniformes,Adrianichthyidae
Owstonia kamoharai,Osokoamadai,Acanthuriformes,Cepolidae
Lestidiops ringens,Kitanamehadaka,Aulopiformes,Paralepididae
Oryzias sakaizumii,Kitanomedaka,Beloniformes,Adrianichthyidae
Acanthocepola indica,Indoakatachi,Acanthuriformes,Cepolidae
Stemonosudis miscella,Minamikuranose,Aulopiformes,Paralepididae
Owstonia japonica,Sokoamadaimodoki,Acanthuriformes,Cepolidae
Stemonosudis elegans,Oguronamehadaka,Aulopiformes,Paralepididae
Serrivomer lanceolatoides,Nokobaunagi,Anguilliformes,Serrivomeridae
Acanthocepola krusensternii,Akatachi,Acanthuriformes,Cepolidae
Hemiramphus far,Hoshizayori,Beloniformes,Hemiramphidae
Stemonidium hypomelas,Himenokobaunagi,Anguilliformes,Serrivomeridae
Hyporhamphus sajori,Sayori,Beloniformes,Hemiramphidae
Alepisaurus ferox,Mizuo,Aulopiformes,Alepisauridae
Callanthias japonicus,Shikishimahanadai,Acanthuriformes,Callanthiidae
Euleptorhamphus viridis,Tozayori,Beloniformes,Hemiramphidae
Grammatonotus macrophthalmus,Omehanadai,Acanthuriformes,Callanthiidae
Hyporhamphus dussumieri,Marusayori,Beloniformes,Hemiramphidae
Avocettina infans,Kuroshigiunagi,Anguilliformes,Nemichthyidae
Grammatonotus surugaensis,Tenjikuhanadai,Acanthuriformes,Callanthiidae
Hyporhamphus quoyi,Senninsayori,Beloniformes,Hemiramphidae
Nemichthys scolopaceus,Shigiunagi,Anguilliformes,Nemichthyidae
Hemiramphus lutkei,Nan-yosayori,Beloniformes,Hemiramphidae
Synodus doaki,Dokieso,Aulopiformes,Synodontidae
Avocettina paucipora,Kuroshigiunagimodoki,Anguilliformes,Nemichthyidae
Synodus variegatus,Hitosujieso,Aulopiformes,Synodontidae
Synodus ulae,Akaeso,Aulopiformes,Synodontidae
Zanclus cornutus,Tsunodashi,Acanthuriformes,Zanclidae
Hyporhamphus intermedius,Kurumesayori,Beloniformes,Hemiramphidae
Synodus dermatogenys,Minamiakaeso,Aulopiformes,Synodontidae
Synodus lobeli,Minamiaosujieso,Aulopiformes,Synodontidae
Hyporhamphus yuri,Yurisayori,Beloniformes,Hemiramphidae
Trachinocephalus trachinus,Okieso,Aulopiformes,Synodontidae
Synodus autumnus,Irohaeso,Aulopiformes,Synodontidae
Synodus hoshinonis,Hoshinoeso,Aulopiformes,Synodontidae
Ophichthus tomioi,Kamahireumihebi,Anguilliformes,Ophichthidae
Sillaginops macrolepis,Atokugisu,Acanthuriformes,Sillaginidae
Synodus kaianus,Hanatogoeso,Aulopiformes,Synodontidae
Muraenichthys sibogae,Shirasumimizuanago,Anguilliformes,Ophichthidae
Sillago aeolus,Hoshigisu,Acanthuriformes,Sillaginidae
Synodus orientalis,Aosujieso,Aulopiformes,Synodontidae
Strongylura anastomella,Datsu,Beloniformes,Belonidae
Xyrias revulsus,Boumihebi,Anguilliformes,Ophichthidae
Synodus oculeus,Irezumiomeso,Aulopiformes,Synodontidae
Sillago japonica,Shirogisu,Acanthuriformes,Sillaginidae
Ablennes hians,Hamadatsu,Beloniformes,Belonidae
Apterichtus australis,Hojirogomaumihebi,Anguilliformes,Ophichthidae
Synodus lautus,Haregieso,Aulopiformes,Synodontidae
Sillago parvisquamis,Aogisu,Acanthuriformes,Sillaginidae
Strongylura incisa,Ryukyudatsu,Beloniformes,Belonidae
Ophichthus multidentis,Azukiumihebi,Anguilliformes,Ophichthidae
Synodus fuscus,Sunaeso,Aulopiformes,Synodontidae
Scolecenchelys laticaudata,Futomimizuanago,Anguilliformes,Ophichthidae
Synodus macrops,Chochoeso,Aulopiformes,Synodontidae
Monodactylus argenteus,Himetsubameuo,Acanthuriformes,Monodactylidae
Synodus mundyi,Kaedeeso,Aulopiformes,Synodontidae
Neenchelys mccoskeri,Tsurugimukashiumihebi,Anguilliformes,Ophichthidae
Synodus pacificus,Omegaeso,Aulopiformes,Synodontidae
Muraenichthys hattae,Wakaunagi,Anguilliformes,Ophichthidae
Cololabis saira,Samma,Beloniformes,Belonidae
Synodus binotatus,Niten-eso,Aulopiformes,Synodontidae
Strongylura strongylura,Kokutendatsu,Beloniformes,Belonidae
Echelus uropterus,Hireanago,Anguilliformes,Ophichthidae
Naso minor,Kibirebozuhagi,Acanthuriformes,Acanthuridae
Ophichthus oligosteus,Tsumariumihebi,Anguilliformes,Ophichthidae
Synodus jaculum,Oguroeso,Aulopiformes,Synodontidae
Acanthurus xanthopterus,Kurohagi,Acanthuriformes,Acanthuridae
Cirrhimuraena chinensis,Gotembaumihebi,Anguilliformes,Ophichthidae
Acanthurus nigricans,Meganekurohagi,Acanthuriformes,Acanthuridae
Ophichthus kusanagi,Kusanagiumihabi,Anguilliformes,Ophichthidae
Acanthurus blochii,Osujikurohagi,Acanthuriformes,Acanthuridae
Hirundichthys speculiger,Ninojitobiuo,Beloniformes,Exocoetidae
Ophichthus zophistius,Hotateumihebi,Anguilliformes,Ophichthidae
Bathysaurus mollis,Shinkaieso,Aulopiformes,Bathysauridae
Ophichthus asakusae,Inakaumihebi,Anguilliformes,Ophichthidae
Acanthurus chronixis,Namerahagi,Acanthuriformes,Acanthuridae
Ophichthus polyophthalmus,Wanukemongaradoshi,Anguilliformes,Ophichthidae
Acanthurus auranticavus,Majinaikurohagi,Acanthuriformes,Acanthuridae
Cheilopogon suttoni,Oakatobi,Beloniformes,Exocoetidae
Acanthurus triostegus,Shimahagi,Acanthuriformes,Acanthuridae
Ophichthus macrochir,Kuronagaumihebi,Anguilliformes,Ophichthidae
Cheilopogon cyanopterus,Karasutobiuo,Beloniformes,Exocoetidae
Neenchelys similis,Mukashiumihebi,Anguilliformes,Ophichthidae
Naso lituratus,Miyakotenguhagi,Acanthuriformes,Acanthuridae
Pseudotrichonotus altivelis,Hotateso,Aulopiformes,Pseudotrichonotidae
Cheilopogon furcatus,Shirofuchitobiuo,Beloniformes,Exocoetidae
Zebrasoma flavescens,Kiirohagi,Acanthuriformes,Acanthuridae
Scolecenchelys iredalei,Sangomimizuanago,Anguilliformes,Ophichthidae
Prognichthys sealei,Darumatobi,Beloniformes,Exocoetidae
Naso brevirostris,Tsumaritenguhagi,Acanthuriformes,Acanthuridae
Apterichtus klazingai,,Anguilliformes,Ophichthidae
Prognichthys brevipinnis,Zakatobiuo,Beloniformes,Exocoetidae
Acanthurus bariene,Kanranhagi,Acanthuriformes,Acanthuridae
Brachysomophis crocodilinus,Tatsumihebi,Anguilliformes,Ophichthidae
Hirundichthys gilberti,Okitobi,Beloniformes,Exocoetidae
Acanthurus guttatus,Gomaniza,Acanthuriformes,Acanthuridae
Scolecenchelys fuscapenis,Tsumaguromimizuanago,Anguilliformes,Ophichthidae
Paracanthurus hepatus,Nan-yohagi,Acanthuriformes,Acanthuridae
Naso brachycentron,Onitenguhagi,Acanthuriformes,Acanthuridae
Chlorophthalmus borealis,Maruaomeeso,Aulopiformes,Chlorophthalmidae
Leiuranus versicolor,Toranooumihebi,Anguilliformes,Ophichthidae
Naso maculatus,Gomatenguhagimodoki,Acanthuriformes,Acanthuridae
Cheilopogon arcticeps,Imaitobiuo,Beloniformes,Exocoetidae
Cirrhimuraena playfairii,Shokiumihebi,Anguilliformes,Ophichthidae
Naso tonganus,Tosakahagi,Acanthuriformes,Acanthuridae
Cypselurus hiraii,Hosotobiuo,Beloniformes,Exocoetidae
Callechelys catostoma,Himoumihebi,Anguilliformes,Ophichthidae
Ctenochaetus hawaiiensis,Meikyusazanamihagi,Acanthuriformes,Acanthuridae
Parexocoetus brachypterus,Tsumaritobiuo,Beloniformes,Exocoetidae
Chlorophthalmus acutifrons,Tomomehikari,Aulopiformes,Chlorophthalmidae
Ophichthus cephalozona,Kataguroumihebi,Anguilliformes,Ophichthidae
Naso tergus,Shinobitenguhagi,Acanthuriformes,Acanthuridae
Exocoetus volitans,Idatentobiuo,Beloniformes,Exocoetidae
Chlorophthalmus nigromarginatus,Tsumaguroaomeeso,Aulopiformes,Chlorophthalmidae
Ctenochaetus binotatus,Kokutensazanamihagi,Acanthuriformes,Acanthuridae
Ophisurus macrorhynchos,Dainanumihebi,Anguilliformes,Ophichthidae
Cheilopogon spilopterus,Matotobiuo,Beloniformes,Exocoetidae
Ctenochaetus cyanocheilus,Kinrinsazanamihagi,Acanthuriformes,Acanthuridae
Chlorophthalmus albatrossis,Aomeeso,Aulopiformes,Chlorophthalmidae
Ophichthus megalops,Medamaumihebi,Anguilliformes,Ophichthidae
Naso fageni,Moaitenguhagi,Acanthuriformes,Acanthuridae
Chlorophthalmus pectoralis,Hirenagaaomeeso,Aulopiformes,Chlorophthalmidae
Apterichtus hatookai,Daidaimadaraumihebi,Anguilliformes,Ophichthidae
Acanthurus nigros,Nangokukurohagi,Acanthuriformes,Acanthuridae
Ophichthus aphotistos,Yoiyamiumihebi,Anguilliformes,Ophichthidae
Hirundichthys albimaculatus,Omeokitobi,Beloniformes,Exocoetidae
Acanthurus japonicus,Namidakurohagi,Acanthuriformes,Acanthuridae
Omosudis lowii,Kibahadaka,Aulopiformes,Omosudidae
Naso vlamingii,Sazanamitosakahagi,Acanthuriformes,Acanthuridae
Scolecenchelys aoki,Misakiunagi,Anguilliformes,Ophichthidae
